MisconceptionName,LLM_Response
"Has written the value of the 'ones' column as the answer, withiut using the numbers in the question.","Question Text: A bookshelf has 5 shelves, and each shelf can hold 8 boxes of books. If the bookshelf is currently empty, how many boxes of books can be placed on it in total?

Correct Answer Text: 40

Wrong Answer Text: 5"
"Has written the value of the 'ones' column as the answer, withiut using the numbers in the question.","Question Text: A bookshelf has 5 shelves, and each shelf can hold 8 boxes of books. If the bookshelf is currently empty, how many boxes of books can be placed on it in total?

Correct Answer Text: 40

Wrong Answer Text: 5"
Multiplies by 10 instead of 100 when converting decimal to percentage,"Question Text: What is 0.45 as a percentage?
Correct Answer Text: 45%
Wrong Answer Text: 4.5%"
Multiplies by 10 instead of 100 when converting decimal to percentage,"Question Text: What is 0.45 as a percentage?
Correct Answer Text: 45%
Wrong Answer Text: 4.5%"
Does not realise that a curved line represents a changing gradient,"Question Text: What can be said about the gradient of the line in the graph below?



(Curved line graph with changing steepness)

Correct Answer Text: The gradient is changing
Wrong Answer Text: The gradient is constant"
Does not realise that a curved line represents a changing gradient,"Question Text: What can be said about the gradient of the line in the graph below?



(Curved line graph with changing steepness)

Correct Answer Text: The gradient is changing
Wrong Answer Text: The gradient is constant"
Believes 'data' and 'sample' are interchangeable,"Question Text: A researcher collected the exam scores of all 500 students in a school. What would you call this collection of exam scores?

Correct Answer Text: A population

Wrong Answer Text: A sample"
Believes 'data' and 'sample' are interchangeable,"Question Text: A researcher collected the exam scores of all 500 students in a school. What would you call this collection of exam scores?

Correct Answer Text: A population

Wrong Answer Text: A sample"
Mixes up squaring and multiplying by 4,"Question Text: What is the simplified form of \( (2 \times 3)^2 \) ?
Correct Answer Text: \( (2 \times 3)^2 = 36 \)
Wrong Answer Text: \( (2 \times 3)^2 = 2 \times 3 \times 4 = 24 \)"
Mixes up squaring and multiplying by 4,"Question Text: What is the simplified form of \( (2 \times 3)^2 \) ?
Correct Answer Text: \( (2 \times 3)^2 = 36 \)
Wrong Answer Text: \( (2 \times 3)^2 = 2 \times 3 \times 4 = 24 \)"
Cannot spot a variable within a written scenario,"Question Text: 
Tom has been saving money for a new bike and has £120 in his savings account. Each week, he earns £15 from his part-time job and adds it to his savings. If Tom needs £180 to buy the bike, how many weeks will it take him to have enough money?

Correct Answer Text: 
Let x be the number of weeks. Then 120 + 15x = 180. Solving for x, we get x = 4.

Wrong Answer Text: 
It will take him 60 weeks, since 180 - 120 = 60."
Cannot spot a variable within a written scenario,"Question Text: 
Tom has been saving money for a new bike and has £120 in his savings account. Each week, he earns £15 from his part-time job and adds it to his savings. If Tom needs £180 to buy the bike, how many weeks will it take him to have enough money?

Correct Answer Text: 
Let x be the number of weeks. Then 120 + 15x = 180. Solving for x, we get x = 4.

Wrong Answer Text: 
It will take him 60 weeks, since 180 - 120 = 60."
Repeats the digits three times when cubing a number,"Question Text: What is \( 2^{3} \) ?
Correct Answer Text: \( 8 \)
Wrong Answer Text: \( 222 \)"
Repeats the digits three times when cubing a number,"Question Text: What is \( 2^{3} \) ?
Correct Answer Text: \( 8 \)
Wrong Answer Text: \( 222 \)"
Divides by 1000 instead of 100 when converting a decimal to a percentage,"Question Text: What is 0.35 as a percentage?
Correct Answer Text: 35%
Wrong Answer Text: 0.035%"
Divides by 1000 instead of 100 when converting a decimal to a percentage,"Question Text: What is 0.35 as a percentage?
Correct Answer Text: 35%
Wrong Answer Text: 0.035%"
Confuses a term with an equation,"Question Text: What is the difference between an expression and an equation? 
Correct Answer Text: An expression is a group of numbers, symbols, and operators that can be evaluated to a value, while an equation is a statement that says two expressions are equal.
Wrong Answer Text: They are the same thing, just different names."
Confuses a term with an equation,"Question Text: What is the difference between an expression and an equation? 
Correct Answer Text: An expression is a group of numbers, symbols, and operators that can be evaluated to a value, while an equation is a statement that says two expressions are equal.
Wrong Answer Text: They are the same thing, just different names."
"When given a non-unit fraction of an amount, treats it like a unit fraction","Question Text: Emily has 18 pencils and she gives 3/4 of them to her friend. How many pencils does Emily give away?
Correct Answer Text: 13.5
Wrong Answer Text: 3"
"When given a non-unit fraction of an amount, treats it like a unit fraction","Question Text: Emily has 18 pencils and she gives 3/4 of them to her friend. How many pencils does Emily give away?
Correct Answer Text: 13.5
Wrong Answer Text: 3"
"When reading a composite bar chart, just reads total height of bar","Question Text: 
The bar chart shows the number of fiction and non-fiction books sold by a bookstore in 2018 and 2019.

2018: 
Fiction (bottom part of the bar): 100
Non-fiction (top part of the bar): 50
Total height of the bar: 150

2019: 
Fiction (bottom part of the bar): 120
Non-fiction (top part of the bar): 30
Total height of the bar: 150

What can be concluded about the sales of fiction books from 2018 to 2019?

Correct Answer Text: The sales of fiction books increased by 20.
Wrong Answer Text: The sales of fiction books stayed the same."
"When reading a composite bar chart, just reads total height of bar","Question Text: 
The bar chart shows the number of fiction and non-fiction books sold by a bookstore in 2018 and 2019.

2018: 
Fiction (bottom part of the bar): 100
Non-fiction (top part of the bar): 50
Total height of the bar: 150

2019: 
Fiction (bottom part of the bar): 120
Non-fiction (top part of the bar): 30
Total height of the bar: 150

What can be concluded about the sales of fiction books from 2018 to 2019?

Correct Answer Text: The sales of fiction books increased by 20.
Wrong Answer Text: The sales of fiction books stayed the same."
Multiplies all given dimensions when calculating an area,"Question Text: A bookshelf has 5 shelves, and each shelf is 30cm long and 20cm wide. What is the total area of all the shelves?
Correct Answer Text: 5 x 30cm x 20cm is incorrect for this question, the correct calculation is 5 x (30cm x 20cm) = 3000cm²
Alternatively, Correct Answer Text: 5 x (30cm x 20cm) = 3000cm²
Wrong Answer Text: 5 x 30cm x 20cm = 3000 x 5 = 15000cm²"
Multiplies all given dimensions when calculating an area,"Question Text: A bookshelf has 5 shelves, and each shelf is 30cm long and 20cm wide. What is the total area of all the shelves?
Correct Answer Text: 5 x 30cm x 20cm is incorrect for this question, the correct calculation is 5 x (30cm x 20cm) = 3000cm²
Alternatively, Correct Answer Text: 5 x (30cm x 20cm) = 3000cm²
Wrong Answer Text: 5 x 30cm x 20cm = 3000 x 5 = 15000cm²"
Thinks a decimal can be written as a fraction by just writing it under a numerator of 1,"Question Text: Write 0.5 as a fraction.
Correct Answer Text: 1/2
Wrong Answer Text: 0.5/1"
Thinks a decimal can be written as a fraction by just writing it under a numerator of 1,"Question Text: Write 0.5 as a fraction.
Correct Answer Text: 1/2
Wrong Answer Text: 0.5/1"
Confuses a function with an expression,"Question Text: Is \( y=3x+2 \) an expression, a function, or both?
Correct Answer Text: Both
Wrong Answer Text: An expression"
Confuses a function with an expression,"Question Text: Is \( y=3x+2 \) an expression, a function, or both?
Correct Answer Text: Both
Wrong Answer Text: An expression"
Believes they must expand brackets before solving an equation,"Question Text: Solve for x: 2(x + 3) = 12

Correct Answer Text: x + 3 = 12 / 2, x + 3 = 6, x = 3

Wrong Answer Text: 2x + 6 = 12, 2x = 12 + 6, 2x = 18, x = 9"
Believes they must expand brackets before solving an equation,"Question Text: Solve for x: 2(x + 3) = 12

Correct Answer Text: x + 3 = 12 / 2, x + 3 = 6, x = 3

Wrong Answer Text: 2x + 6 = 12, 2x = 12 + 6, 2x = 18, x = 9"
Believes that the directions of positive and negative vectors are the opposite way around.,"Question Text: A plane is flying due east at a speed of 300 km/h. A wind is blowing from the east at 50 km/h. What is the direction of the resultant vector of the plane's velocity and the wind velocity?

Correct Answer Text: The resultant vector points east but with a reduced magnitude.

Wrong Answer Text: The resultant vector points west."
Believes that the directions of positive and negative vectors are the opposite way around.,"Question Text: A plane is flying due east at a speed of 300 km/h. A wind is blowing from the east at 50 km/h. What is the direction of the resultant vector of the plane's velocity and the wind velocity?

Correct Answer Text: The resultant vector points east but with a reduced magnitude.

Wrong Answer Text: The resultant vector points west."
Confuses quadratic and exponential graphs,"Question Text: Which type of graph is represented by the equation y = x^2, and what is its main characteristic?
Correct Answer Text: This is a quadratic graph, and its main characteristic is a parabolic shape that opens upwards or downwards.
Wrong Answer Text: This is an exponential graph, and its main characteristic is a rapid increase or decrease as x increases."
Confuses quadratic and exponential graphs,"Question Text: Which type of graph is represented by the equation y = x^2, and what is its main characteristic?
Correct Answer Text: This is a quadratic graph, and its main characteristic is a parabolic shape that opens upwards or downwards.
Wrong Answer Text: This is an exponential graph, and its main characteristic is a rapid increase or decrease as x increases."
"Does not follow the arrows through a function machine, changes the order of the operations asked.","Question Text: This function machine takes an input, multiplies it by 3, then adds 2.
If the input is 4, what is the output?

Correct Answer Text: 14

Wrong Answer Text: 18"
"Does not follow the arrows through a function machine, changes the order of the operations asked.","Question Text: This function machine takes an input, multiplies it by 3, then adds 2.
If the input is 4, what is the output?

Correct Answer Text: 14

Wrong Answer Text: 18"
"When multiplying a fraction by an integer, multiplies the denominator instead of the numerator","Question Text: What is \( \frac{1}{4} \times 6 \) ?
Correct Answer Text: \( \frac{6}{4} \)
Wrong Answer Text: \( \frac{1}{24} \)"
"When multiplying a fraction by an integer, multiplies the denominator instead of the numerator","Question Text: What is \( \frac{1}{4} \times 6 \) ?
Correct Answer Text: \( \frac{6}{4} \)
Wrong Answer Text: \( \frac{1}{24} \)"
Does not understand how to divide algebraic terms,"Question Text: Simplify the expression: \( \frac{6x}{2} \)

Correct Answer Text: \( 3x \)

Wrong Answer Text: \( 3 \)"
Does not understand how to divide algebraic terms,"Question Text: Simplify the expression: \( \frac{6x}{2} \)

Correct Answer Text: \( 3x \)

Wrong Answer Text: \( 3 \)"
Thinks you can ignore the variable when simplifying algebraic fractions,"Question Text: Simplify the expression: \[
\frac{6x}{2x}
\]
Correct Answer Text: \[
3
\]
Wrong Answer Text: \[
\frac{6}{2x}
\]"
Thinks you can ignore the variable when simplifying algebraic fractions,"Question Text: Simplify the expression: \[
\frac{6x}{2x}
\]
Correct Answer Text: \[
3
\]
Wrong Answer Text: \[
\frac{6}{2x}
\]"
