,QuestionId_Answer,ConstructName,SubjectName,QuestionText,CorrectAnswer,IncorrectAnswer,MisconceptionName,Cluster
91,38_D,Add algebraic fractions where one denominator is a multiple of the other,Adding and Subtracting Algebraic Fractions,"Write this as a single fraction as simply as possible:
\(
\frac{3}{2 x}+\frac{4}{x}
\)",\( \frac{11}{2 x} \),\( \frac{7}{2 x} \),Forgets to change the numerators when finding equivalent fractions,91
92,39_A,Carry out a subtraction problem with positive integers where the answer is less than 0,Place Value,\( 598-1000= \),\( -402 \),\( 402 \),"Believes the smaller number is always subtracted from the larger, regardless of the order of the calculation",35
93,39_C,Carry out a subtraction problem with positive integers where the answer is less than 0,Place Value,\( 598-1000= \),\( -402 \),\( -412 \),"When “borrowing” during a subtraction problem, does not subtract one from the preceding digit",35
94,39_D,Carry out a subtraction problem with positive integers where the answer is less than 0,Place Value,\( 598-1000= \),\( -402 \),This problem cannot be solved,Believes it is impossible to subtract a bigger number from a smaller number,35
95,40_A,Read values off a real life graph,Real Life Graphs,"Lethna pays at one rate for the first \( 100 \) units of electricity she uses. She pays at a different rate for all the other units of electricity she uses.

How much must she pay for using a total of \( 1000 \) units of electricity? ![A graph showing how the cost changes for different numbers of units. The first 100 units cost £0.25 per unit. Then the rate changes to £0.10 per unit.]()",\( £ 115 \),\( £ 130 \),Thinks terms in linear sequence are in direct proportion,80
96,41_B,Write a missing term of an ascending integer linear sequence,Linear Sequences (nth term),"The \( 1^{\text {st }} \) term in a linear sequence is \( 7 \).

The \( 4^{\text {th }} \) term of the sequence is \( 25 \).

What is the \( 8^{\text {th }} \) term of the sequence?",\( 49 \),\( 50 \),Believes there is a multiplicative relationship between values of terms in a linear sequence e.g. 10th term is double 5th term,41
97,41_D,Write a missing term of an ascending integer linear sequence,Linear Sequences (nth term),"The \( 1^{\text {st }} \) term in a linear sequence is \( 7 \).

The \( 4^{\text {th }} \) term of the sequence is \( 25 \).

What is the \( 8^{\text {th }} \) term of the sequence?",\( 49 \),\( 56 \),Believes you multiply the constant difference by the term number to get the term value,103
98,42_A,"Given a gradient, state the gradient of a line parallel to it",Parallel Lines,"A line has a gradient of \( 5 \)

A line parallel to this line would have a gradient of...",\( 5 \),\( -5 \),Believes parallel lines have gradients of opposite signs,16
99,42_B,"Given a gradient, state the gradient of a line parallel to it",Parallel Lines,"A line has a gradient of \( 5 \)

A line parallel to this line would have a gradient of...",\( 5 \),\( -\frac{1}{5} \),Believes parallel lines have gradients that multiply to give -1,16
100,42_D,"Given a gradient, state the gradient of a line parallel to it",Parallel Lines,"A line has a gradient of \( 5 \)

A line parallel to this line would have a gradient of...",\( 5 \),Not enough information,Does not know parallel lines have equal gradients ,28
101,43_A,Divide proper fractions in the form: Fraction ÷ Integer,Dividing Fractions,Calculate: \( \frac{4}{8} \div 2 \),\( \frac{2}{8} \),\( \frac{2}{4} \),"When dividing a fraction by an integer, divides both the numerator and denominator by the integer",61
102,43_D,Divide proper fractions in the form: Fraction ÷ Integer,Dividing Fractions,Calculate: \( \frac{4}{8} \div 2 \),\( \frac{2}{8} \),\( \frac{4}{4} \),"When dividing a fraction by an integer, divides the denominator by the integer",61
103,44_A,Identify a right-angled triangle when presented non-conventionally,Properties of Triangles,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",Right-angled,Scalene,Confuses scalene and right angle triangles,4
104,44_B,Identify a right-angled triangle when presented non-conventionally,Properties of Triangles,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",Right-angled,Isosceles,Confuses isosceles and right angle triangles,4
105,44_D,Identify a right-angled triangle when presented non-conventionally,Properties of Triangles,"\( A B C D \) is a rectangle.
What type of triangle is triangle \( \mathrm{BCD} \) ? ![Rectangle ABCD with the diagonal shown using a red dotted line]()",Right-angled,Equilateral,Confuses isosceles and right angle triangles,4
106,45_A,"For a given algebraic input, find the output of a function machine",Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 10 a+4 \),\( 10 a+2 \),Only multiplies the first term in the expansion of a bracket,64
107,45_B,"For a given algebraic input, find the output of a function machine",Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 10 a+4 \),\( 5 a+4 \),Only multiplies second term in the expansion of a bracket,64
108,45_C,"For a given algebraic input, find the output of a function machine",Function Machines,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""5a + 2"" written inside it. The middle rectangle has ""✕ 2"" written inside it and the final rectangle is empty and has ""output"" written above it.]() What is the output of this function machine?",\( 10 a+4 \),\( 7 a+4 \),Adds instead of multiplies when multiplying algebraic terms,79
109,46_A,Represent an equation using a bar model,Writing Expressions,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",Only Katie,Only Tom,Does not understand bar modelling in algebra,92
110,46_C,Represent an equation using a bar model,Writing Expressions,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",Only Katie,Both Tom and Katie,Does not understand bar modelling in algebra,92
111,46_D,Represent an equation using a bar model,Writing Expressions,"![Tom and Katie are discussing bar models.]() Tom says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline \( 2 \) & \( x \) \\
\hline
\end{tabular} Katie says this bar model represents \( 2 x \) \begin{tabular}{|l|l|}
\hline\( x \) & \( x \) \\
\hline
\end{tabular} Who do you agree with?",Only Katie,Neither is correct,Does not understand bar modelling in algebra,92
112,47_A,"Calculate the whole amount, given a fraction of the amount",Fractions of an Amount,"What should replace the star?
\(
\frac{1}{3} \text { of } \color{yellow}\bigstar\)\(=27
\)",\( 81 \),\( 61 \),"When two digits multiply to 10 or more during a multiplication problem, does not add carried value to the preceding digit",106
113,47_B,"Calculate the whole amount, given a fraction of the amount",Fractions of an Amount,"What should replace the star?
\(
\frac{1}{3} \text { of } \color{yellow}\bigstar\)\(=27
\)",\( 81 \),\( 9 \),"When solving a problem that requires an inverse operation (e.g. missing number problems), does the original operation",100
114,48_A,Determine the input of a double function machine used to create an algebraic expression,Function Machines,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,\( 3 a-4 \),\( 3 a-18 \),Does not apply the inverse function to every term in an expression,100
115,48_C,Determine the input of a double function machine used to create an algebraic expression,Function Machines,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,\( 3 a-4 \),\( 3 a-21 \),Has completed only one of the two operations.,64
116,48_D,Determine the input of a double function machine used to create an algebraic expression,Function Machines,input \(\Rightarrow-3 \Rightarrow \times 3 \Rightarrow 9a-21 \) What is the input of this function machine?,\( 3 a-4 \),\( 3 a-7 \),Has completed only one of the two operations.,64
117,49_A,Convert from years to days,Time,\( 2 \) leap years \( =\square \) days,\( 732 \),\( 728 \),Does not know how many days are in a leap year,5
118,49_B,Convert from years to days,Time,\( 2 \) leap years \( =\square \) days,\( 732 \),\( 730 \),Does not know how many days are in a leap year,5
119,50_B,Divide decimals by 1000,Place Value,"What is the value of:
\[
23.04 \div 1000
\]",\( 0.02304 \),\( 0.2304 \),"When dividing involving a power of 10, gives an answer 10 times bigger than it should be",90
120,50_C,Divide decimals by 1000,Place Value,"What is the value of:
\[
23.04 \div 1000
\]",\( 0.02304 \),\( 0.0002304 \),When dividing a decimal by a power of 10 adds zeroes to start of the number ignoring the placement of the initial decimal point,90
121,50_D,Divide decimals by 1000,Place Value,"What is the value of:
\[
23.04 \div 1000
\]",\( 0.02304 \),\( 0.002304 \),"When dividing involving a power of 10, gives an answer 10 times smaller than it should be",90
122,51_A,Multiply 3 digit integers by 1 digit integers using the grid method,Mental Multiplication and Division,\( 427 \times 6= \),\( 2400+120+42 \),\( 240+120+42 \),"When multiplying multiples of ten and the answer requires an extra digit, leaves off that extra digit",106
123,52_B,Write algebraic expressions with correct algebraic convention,Writing Expressions,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( \frac{b}{a} \),\( a \div b \),Believes division is commutative ,27
124,52_C,Write algebraic expressions with correct algebraic convention,Writing Expressions,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( \frac{b}{a} \),\( \frac{a}{b} \),Believes that a fraction means dividing the denominator by the numerator,19
125,52_D,Write algebraic expressions with correct algebraic convention,Writing Expressions,"Which answer shows the following calculation using the correct algebraic convention?
\(
b \div a
\)",\( \frac{b}{a} \),\( a b \),Thinks that we can remove a division symbol and just write the variables next to each other,112
126,53_A,Identify the order of rotational symmetry of a shape,Properties of Quadrilaterals,"In which region would a rectangle belong? ![Venn diagram with two circles labelled with 'exactly two lines of symmetry' and 'rotational symmetry of order 2'. A is in the only exactly two lines of symmetry region, B is in the intersection, C is in the only rotational symmetry of order 2 region and D is outside the two circles.]()",B,A,Thinks rectangles have rotational symmetry or order 4,83
127,53_C,Identify the order of rotational symmetry of a shape,Properties of Quadrilaterals,"In which region would a rectangle belong? ![Venn diagram with two circles labelled with 'exactly two lines of symmetry' and 'rotational symmetry of order 2'. A is in the only exactly two lines of symmetry region, B is in the intersection, C is in the only rotational symmetry of order 2 region and D is outside the two circles.]()",B,C,Thinks rectangles have line symmetry in the diagonals ,107
