,MisconceptionId,MisconceptionName,Cluster
487,487,Believes a composite function multiplies the functions together,64
488,488,Does not correctly apply the distributive property of multiplication,24
489,489,Believes speed = time/distance,45
490,490,"Believes that when constructing triangles, all sides should be measured from the same point",49
491,491,Does not know how to calculate the mean,29
492,492,"Believes the graph of x squared + c has the turning point of (c, 0)",77
493,493,Thinks you add the number of wholes to the numerator when converting a mixed number to an improper fraction.,23
494,494,"When comparing data, only compares one category of data rather than comparing the totals",17
495,495,Thinks converting an integer to a fraction means both the numerator and denominator are equal,91
496,496,"When subtracting decimals with a different number of decimals, subtracts one digit from more than one column",85
497,497,Used the digits of the decimal as the denominator,36
498,498,Does not understand that in a ratio 1:n that one part of the ratio would be n times bigger than the one part,25
499,499,Does not realise ratio in worded problem can be simplified,25
500,500,Finds the shaded section rather than the specified section,76
501,501,Uses tan when cos is required,46
502,502,Believes multiplying a number by its square root gives the square root,47
503,503,Ignores partial symbols on pictograms,17
504,504,"Given the mean and the amount of numbers, adds to find the total",29
505,505,Believes finding the product of two numbers gives their lowest common multiple,56
506,506,Believes that multiplying variables is the same as adding them together,95
507,507,Believes the total frequency is the overall total in a grouped table,8
508,508,Thinks there are 1000 seconds in an hour,43
509,509,Believes speed is distance multiplied by time,45
510,510,Believes that a positive x squared coefficient in a quadratic equation results in an n shaped graph,22
511,511,Ignores the negative sign when thinking about the value of a term,99
512,512,"When asked to solve simultaneous equations, believes they can just find values that work in one equation",53
513,513,Believes they need to multiply the numbers together in a worded HCF question ,56
514,514,Believes 0.5absin(c) requires only three sides (potentially confused with cosine rule),46
515,515,Does not know a rectangle is a type of parallelogram ,10
516,516,Thinks the inverse of multiplication is addition,100
517,517,Assumes triangles are isosceles if they look like they are isosceles,49
518,518,Thinks that to decrease by a percentage you multiply by 1+ the decimal equivalent to that percentage,20
519,519,"When asked for factors of an algebraic expression, thinks a term will be a factor",87
520,520,Thinks the inverse of addition is multiplication,100
521,521,"When asked to triple, writes the digit out three times",49
522,522,Does not count from the centre of enlargement to find the image,34
523,523,Believes you cannot have a negative gradient when plotting a linear sequence,16
524,524,Does not understand square root,47
525,525,Does not understand that a surd is a rational number if the number under the root is a square number,50
526,526,Thinks there are 10000mm in a km,54
527,527,Does know know equilateral means the same as regular ,63
528,528,Does not think that a variable with no coefficient has a coefficient of 1.,52
529,529,Believes cumulative frequency is the product rather than sum of frequencies,51
530,530,Confuses the formulas for the circumference of a full circle and the perimeter of a sector,58
531,531,Thinks when finding a percentage you multiply by the percentage being asked,101
532,532,Confuses alternate and opposite angles,7
533,533,Does not consider the variable when evaluating an expression that requires substitution.,42
534,534,Does not understand what an interior angle is,44
535,535,Believes a missing length on a cuboid can be found by doing volume divided by a different length,48
536,536,Ignores coefficients when forming an expression from a question,42
537,537,Believes you do not need to give the direction when describing a rotation,83
538,538,Does not perform calculations in the numerator of a fraction before division by the denominator,64
539,539,Does not understand the value of zeros as placeholders,85
540,540,Believes the discriminant must be a perfect square for an equation to have real solutions,22
541,541,"When asked to find a missing number in a factor tree, finds any factor of the given number rather than the pair of the factor already given.",33
542,542,Believes constructing a perpendicular gives an angle of 60 degrees,15
543,543,"Thinks that when drawing a plan view, you only include the top layer of the shape",82
544,544,When dividing a decimal by a power of 10 adds zeroes to start of the number ignoring the placement of the initial decimal point,90
545,545,"When given the perimeter of a regular polygon, multiplies instead of divides to find each side length",48
546,546,"After multiplying to get a common denominator, simplifies back to the original fractions",91
